COG_number,taxon,LFQ intensity HiSF_14spcs_m04_2_147,LFQ intensity HiSF_14spcs_m06_2_148,LFQ intensity HiSF_14spcs_m07_2_149,LFQ intensity HiSF_14spcs_m10_2_150,LFQ intensity HiSF_14spcs_m13_2_151,LFQ intensity HiSF_15spcs_m03_1_132,LFQ intensity HiSF_15spcs_m07_1_133,LFQ intensity HiSF_15spcs_m09_1_134,LFQ intensity HiSF_15spcs_m14_1_136,LFQ intensity PEFi_14spcs_m00_0_127,LFQ intensity PEFi_14spcs_m01_1_128,LFQ intensity PEFi_14spcs_m02_1_129,LFQ intensity PEFi_14spcs_m04_1_130,LFQ intensity PEFi_14spcs_m13_1_131,LFQ intensity PEFi_15spcs_m05_2_142,LFQ intensity PEFi_15spcs_m08_2_143,LFQ intensity PEFi_15spcs_m09_2_144,LFQ intensity PEFi_15spcs_m12_2_145,LFQ intensity PEFi_15spcs_m14_2_146
295Z7,Bacteroides vulgatus ATCC 8482,0,0,0,0,0,0,1611300,0,0,1232500,622110,1021600,1714100,2693300,2018600,0,0,0,1657200
295Z7,Bacteroides ovatus,770850,1715100,0,1531400,945090,0,0,0,0,466710,510170,761650,669370,387890,0,496250,0,0,0
295Z7,Bacteroides cellulosilyticus,0,0,0,0,0,0,0,0,0,319710,0,0,0,0,2857100,0,0,0,3609600
295Z7,Bacteroides cellulosilyticus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,778570,949410
295Z7,Parabacteroides distasonis TSDC17.2,6058500,11755000,5068100,6879800,8001400,5850300,16197000,21533000,28044000,5913200,6664500,2425800,4061600,5229800,5610900,2955900,8299200,2493700,8626500
296RS,Bacteroides thetaiotaomicron VPI-5482,0,0,0,0,1124900,0,0,0,0,2013300,1286500,0,2043900,2317900,724460,0,1892100,370210,1156700
296RS,Bacteroides vulgatus ATCC 8482,526260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
296RS,Bacteroides ovatus,0,1789900,0,754700,2022900,0,0,0,1775300,4499300,1816500,2949400,3378900,2106700,0,1293500,3855900,0,0
2975D,Bacteroides thetaiotaomicron VPI-5482,0,0,0,0,0,0,0,0,0,1429800,1302600,895510,1352800,1017200,555820,0,0,967790,673160
2975D,Bacteroides ovatus,571020,0,0,0,0,0,0,0,0,443030,609030,567350,0,465070,0,0,361210,0,0
2985A,Bacteroides vulgatus ATCC 8482,1513900,0,0,2297400,2443300,0,0,0,0,1872600,1238200,1026900,708680,1081600,2253900,0,0,0,0
2985A,Bacteroides cellulosilyticus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,751400,914120,995990,0,1136200
2990J,Bacteroides thetaiotaomicron VPI-5482,0,0,0,0,0,0,0,0,0,431720,0,0,0,0,0,0,0,0,0
2991Z,Bacteroides cellulosilyticus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,734680,1043600,0,694390
29A93,Bacteroides thetaiotaomicron VPI-5482,0,0,0,0,0,898610,0,0,0,1894200,4713900,2464600,3422100,4488900,5041000,5136400,8106800,2336200,6607800
29A93,Bacteroides vulgatus ATCC 8482,0,0,0,0,0,0,0,0,0,0,1519500,0,1755800,3038300,6433700,0,989410,3861400,1112800
29A93,Bacteroides cellulosilyticus,0,112780,238060,653220,36066,989080,2108300,62611,775200,11815000,98985,0,161620,0,43553000,108340000,101460000,159670000,145210000
29BUY,Escherichia coli TSDC17.2,0,864100,0,2831600,6420700,0,0,0,0,2176600,0,0,1241400,0,0,3863700,3540000,0,0
29BYF,Bacteroides cellulosilyticus,0,0,0,0,0,0,0,763680,0,0,0,0,0,0,391220,1408900,0,1308500,0
29CCT,Bacteroides cellulosilyticus,6341600,6702700,6287400,7422400,3646200,3676800,2177100,4046500,7686900,6914000,1625100,0,902130,1889900,1413000,3722300,5091700,8555000,4208300
29CCT,Bacteroides caccae TSDC17.2,298100,897420,1733700,866320,715990,1785600,2922300,4405500,2303000,169420,149690,0,161430,284340,561370,0,456340,676560,0
29CCT,Parabacteroides distasonis TSDC17.2,9723700,8029200,3480400,13890000,11425000,2984100,10364000,14303000,13683000,2986100,4073700,3537200,4431200,6903100,3634400,4387400,8912600,3599200,4789300
29CTS,Bacteroides cellulosilyticus,0,0,0,145310,0,0,111800,0,0,0,131840,0,34949,0,77143,8191000,8795300,138910,4532600
29FAJ,Bacteroides cellulosilyticus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,429460
29FTF,Bacteroides caccae TSDC17.2,2690300,1619400,1714300,1941400,1267900,1693100,0,0,1673900,0,0,0,0,943960,0,0,0,0,0
29FUY,Bacteroides vulgatus ATCC 8482,0,817170,299620,0,0,1565500,0,0,0,1237800,1358100,1202600,1926400,2919000,454670,975450,3233100,962180,1335400
29FX4,Bacteroides thetaiotaomicron VPI-5482,3861600,0,0,655980,922370,0,0,0,0,2471300,2334600,2161900,1250700,1632800,0,0,1548800,0,493410
29IKC,Escherichia coli TSDC17.2,0,0,0,0,0,0,0,0,0,1000900,0,735750,955120,664730,562140,0,0,0,1490600
29J48,Collinsella aerofaciens TSDC17.2,0,0,0,3729600,3433900,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29MRU,Bacteroides cellulosilyticus,0,0,0,0,0,4323300,3037700,2022100,1138000,0,3035800,2981300,503910,0,2577300,993120,1761300,2035400,2269500
29PXB,Escherichia coli TSDC17.2,8002900,5060900,9160400,7361600,16916000,5820000,20273000,10843000,7528300,2666400,2990300,0,1629700,3150300,0,2707000,11325000,16143000,12314000
29RCG,Bacteroides ovatus,8496800,1540800,7236600,2215900,1983400,13878000,14028000,21608000,27871000,106770000,89325000,84995000,65585000,69080000,72076000,89308000,67978000,97174000,71723000
29WPV,Escherichia coli TSDC17.2,0,0,0,0,0,0,0,0,0,1113500,0,0,1233400,0,905800,2508900,0,0,0
29XC5,Bacteroides ovatus,0,0,340370,169440,270910,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29XIN,Bacteroides cellulosilyticus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1028600,1233900,0,3171500,1672600
29Y3R,Odoribacter splanchnicus TSDC17.2,3875000,8782100,10108000,16226000,9557800,3686300,752720,0,0,1767300,3062600,1927600,2433100,1823200,2158900,1365800,1572500,947010,0
29Z84,Bacteroides cellulosilyticus,0,321760,0,0,768290,571210,0,0,163050,0,0,0,0,0,1868700,4930800,4471100,1303100,1914700
29ZIE,Bacteroides cellulosilyticus,0,0,0,0,0,0,0,0,0,0,959440,0,0,0,5790500,4533400,2435400,13631000,3898500
29ZRU,Bacteroides cellulosilyticus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,327480,0
29ZV8,Bacteroides cellulosilyticus,0,0,0,0,0,554770,0,0,0,0,0,0,0,0,325910,816830,0,467910,1002400
29ZZX,Bacteroides vulgatus ATCC 8482,160290000,190400000,197110000,162720000,224620000,201950000,173310000,114790000,113050000,296110000,274310000,254780000,358240000,330780000,268500000,142850000,126970000,164630000,168810000
2A05V,Bacteroides caccae TSDC17.2,2298900,3788300,3861000,1585800,675170,3256900,10896000,6322400,3304000,17189000,4479200,12027000,18090000,16105000,2355400,26441000,27841000,5765400,27793000
2A0TN,Bacteroides cellulosilyticus,0,0,0,0,0,1636600,336320,0,679160,0,0,0,0,0,608670,4420300,2068300,907940,2100700
2A173,Bacteroides ovatus,2893600,1739900,4783600,3915700,3235100,0,622770,1653900,0,1507000,1338100,1553100,1297200,1208400,1480400,1167900,1054300,1243800,998160
2A1QT,Bacteroides vulgatus ATCC 8482,0,1129000,0,3611500,0,0,0,0,0,11132000,22021000,11823000,0,17293000,5946400,0,3114300,0,4122800
2A1QT,Bacteroides massiliensis TSDC17.2,0,0,0,169310,0,0,0,0,0,0,0,0,276770,619820,398150,0,0,0,0
2A2FN,Bacteroides ovatus,265850,741620,1399500,0,575400,0,0,0,257760,11894000,19464000,8420600,8789300,19881000,11310000,16193000,20056000,22660000,16129000
2A389,Bacteroides cellulosilyticus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123850,363520
2A389,Bacteroides cellulosilyticus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123850,363520
2A58H,Bacteroides caccae TSDC17.2,0,0,0,0,0,1215800,598010,0,0,0,0,0,0,0,0,0,0,0,0
2A5JJ,Bacteroides thetaiotaomicron VPI-5482,0,0,0,0,742470,0,0,0,0,3594600,1279500,1485600,0,0,3175300,0,1401800,2265900,1455900
2A61U,Bacteroides caccae TSDC17.2,3094900,2623100,3561800,4540600,4123800,4260200,2220900,2750500,0,521250,464740,0,0,407330,0,0,0,0,0
2A748,Bacteroides caccae TSDC17.2,0,0,0,0,0,0,0,0,0,310850,0,0,377440,210040,0,296690,0,0,0
2A7BB,Bacteroides vulgatus ATCC 8482,0,0,0,0,0,0,0,0,0,155150,133130,0,90450,0,0,0,0,0,0
2A7BU,Bacteroides thetaiotaomicron VPI-5482,0,0,0,0,1100100,0,0,84611,0,10911000,16846000,15827000,9939700,14799000,8732400,5836400,10837000,4203700,9238100
2A7DW,Bacteroides cellulosilyticus,48650000,0,0,7016400,0,0,0,2074200,0,0,0,0,0,0,0,0,0,0,4878400
2A7HM,Bacteroides vulgatus ATCC 8482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2A7RJ,Bacteroides thetaiotaomicron VPI-5482,0,0,0,0,0,0,0,0,891250,1891500,962740,2021700,1302300,2865400,3225400,5108700,5887600,3493800,2467100
2A7S9,Bacteroides ovatus,12584000,13498000,7477900,9055400,12138000,4150300,823640,0,6206200,896140,7472200,925070,16624000,4428500,8709500,0,4030600,0,2313300
2A7S9,Bacteroides cellulosilyticus,0,0,0,0,0,2359100,2891500,5006600,3669100,0,0,521740,0,0,3528200,2121500,2444600,3883200,1831200
2A7YZ,Bacteroides thetaiotaomicron VPI-5482,0,0,0,0,0,0,0,0,0,0,0,0,1163500,0,0,0,0,751400,0
2A7YZ,Bacteroides caccae TSDC17.2,2016700,945180,1973300,1706800,2516700,3180500,5412100,5296300,4985200,4614400,4423500,3095700,4952000,6131800,3483900,10020000,6807200,1633400,6138400
2A8EE,Parabacteroides distasonis TSDC17.2,17442000,2758500,0,1915800,993030,862320,607300,967010,834090,794810,957210,735970,641590,786240,2117100,404660,1907000,1909200,976380
2A8HF,Bacteroides cellulosilyticus,0,0,0,0,464020,0,0,0,0,0,0,0,0,0,1691760,0,0,0,0
2A8HF,Bacteroides cellulosilyticus,0,90042,163680,0,0,7732400,0,1504000,173130,663210,0,12421,0,0,1509600,28755000,29019000,42783000,27684000
2A8K4,Bacteroides thetaiotaomicron VPI-5482,0,0,0,0,0,0,0,0,0,0,691040,0,0,0,507210,0,0,0,0
2A8K4,Bacteroides cellulosilyticus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2011600,0,0,0,0
2A8Q1,Bacteroides vulgatus ATCC 8482,1542100,238280,0,3327000,291340,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2A8RS,Bacteroides massiliensis TSDC17.2,0,0,546790,0,0,0,0,0,0,37167,0,0,0,0,0,0,0,0,0
2A8X4,Bacteroides vulgatus ATCC 8482,0,515070,0,0,0,0,0,0,0,0,0,1139100,1315100,1142200,0,0,0,0,0
2A9UI,Bacteroides ovatus,5944800,4797000,2577700,2612700,3662200,3075500,0,2576300,1483500,6231200,9042800,8158200,6898400,5200300,3719000,2754000,3532600,12343000,2244800
2AAD5,Bacteroides caccae TSDC17.2,241700,395050,862730,892770,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2AAPJ,Bacteroides caccae TSDC17.2,0,0,0,0,0,0,0,0,1152800,0,0,0,0,0,0,0,0,0,0
2ABEY,Bacteroides caccae TSDC17.2,0,0,0,0,0,0,0,0,0,106660,0,0,0,0,0,0,0,0,0
2ABJK,Bacteroides caccae TSDC17.2,0,925510,0,269340,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2ABNT,Odoribacter splanchnicus TSDC17.2,0,0,1643900,1459600,1336300,0,0,0,0,0,1359800,0,0,0,0,0,906600,0,0
2ABRH,Bacteroides vulgatus ATCC 8482,0,802800,0,0,1141700,0,0,0,0,0,934970,0,0,0,1426800,0,1161100,1723100,0
2AC3P,Bacteroides vulgatus ATCC 8482,0,0,0,0,0,0,0,0,0,0,0,0,0,3829300,0,0,0,0,0
2AD18,Bacteroides cellulosilyticus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,427420
2AD4J,Bacteroides cellulosilyticus,0,0,0,0,0,2694100,6802200,4744200,8124200,0,0,0,0,880020,6020600,15809000,8999100,0,7826100
2AD4Q,Bacteroides ovatus,751470,77597,0,157050,318020,0,0,0,0,0,0,0,53616,0,0,0,0,0,61958
2ADSH,Bacteroides ovatus,0,0,0,0,0,0,0,0,0,192870,127340,198610,0,0,0,0,0,0,0
2AECN,Bacteroides thetaiotaomicron VPI-5482,0,0,0,0,0,0,0,0,0,0,1609200,1146100,1405000,1028900,0,0,0,0,0
2AECN,Bacteroides ovatus,518850,580570,1147900,587910,397630,470980,0,1674500,1443700,0,0,0,0,0,0,0,0,0,0
2AECN,Bacteroides cellulosilyticus,0,0,0,0,0,0,1821800,1462100,1167000,0,0,0,0,0,0,0,0,0,0
2AERY,Bacteroides cellulosilyticus,0,725220,0,0,0,0,664510,0,0,0,0,0,0,0,306170,1937100,0,425890,342910
2AF27,Bacteroides cellulosilyticus,3928800,0,0,0,0,1103300,0,2369600,0,2039900,0,0,0,0,0,3911800,3642300,2395700,4497100
2AF45,Bacteroides massiliensis TSDC17.2,0,0,0,0,0,0,0,0,0,0,0,0,125630,0,0,400420,432760,142480,461020
2AF6R,Bacteroides ovatus,0,0,0,0,0,1397900,0,0,0,0,3516800,2591100,3200900,1971100,1646800,1583700,1892200,0,1270100
2AF76,Bacteroides vulgatus ATCC 8482,493700,876540,699630,490160,451630,0,1056000,0,1485100,1134700,678140,699400,1123000,1021100,739990,0,1563400,466170,652890
2AF92,Bacteroides ovatus,2047600,445410,1579700,2474400,2106300,0,0,2417800,1876100,5071700,2085800,5911700,0,1554400,2473100,2738600,1729500,1842000,1799600
2AF93,Bacteroides caccae TSDC17.2,0,0,0,0,0,504660,85534,0,0,0,0,0,0,0,0,0,0,0,0
2AFFY,Bacteroides ovatus,0,0,0,0,0,0,0,0,0,1307600,759050,1311500,1001100,846710,0,0,0,0,0
2AFH2,Bacteroides thetaiotaomicron VPI-5482,0,0,0,0,0,0,0,0,851210,1759300,994780,1534700,2055100,1214500,0,0,0,0,0
2AFH2,Bacteroides ovatus,0,0,0,0,0,0,0,0,0,1737000,3066400,1657400,2225500,973490,0,0,1600600,0,0
2AFIY,Bacteroides ovatus,3300200,6685300,8806100,10663000,10902000,2298000,7535300,4843300,3080000,180130,0,0,0,0,0,0,931240,249280,295740
2AFWJ,Bacteroides cellulosilyticus,0,0,0,275330,0,0,0,0,0,0,0,0,0,0,0,0,689240,0,0
2AGMU,Escherichia coli TSDC17.2,0,0,0,0,0,0,0,0,0,2549200,1353600,1761300,2323600,2262000,0,1742600,2206900,0,2195100
2AI0Q,Odoribacter splanchnicus TSDC17.2,0,0,0,0,0,0,0,0,0,648630,0,525980,945000,0,0,0,0,0,0
2AI1D,Bacteroides thetaiotaomicron VPI-5482,0,0,0,0,0,0,0,0,0,540030,632350,723130,558830,501730,0,0,0,0,0
2AIA7,Bacteroides cellulosilyticus,0,0,0,0,0,0,405350,0,416470,0,0,0,0,0,0,0,0,0,0
2AIA7,Parabacteroides distasonis TSDC17.2,1146200,0,0,823010,479780,952120,0,772790,0,1253200,0,1213500,0,1685700,1348100,1572600,1294400,0,1574900
2AJBB,Bacteroides ovatus,0,0,0,0,0,0,0,0,0,0,0,356650,0,0,0,0,0,0,0
2AKW5,Odoribacter splanchnicus TSDC17.2,0,0,0,0,0,0,543790,637680,0,0,0,0,0,0,637980,0,0,0,0
2ANEE,Bacteroides ovatus,522710,0,1012200,0,2052000,353090,0,0,0,23488000,18142000,25915000,32976000,27119000,5647800,20972000,36571000,6215400,30436000
2AR7H,Bacteroides cellulosilyticus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1207100,0
2AR7H,Odoribacter splanchnicus TSDC17.2,532740,1499300,3986300,3312200,1337300,0,0,0,0,111570,0,0,256660,0,0,0,0,0,0
2ARAZ,Bacteroides thetaiotaomicron VPI-5482,2041200,451840,0,0,0,0,0,0,0,21849000,12935000,15365000,0,4398600,13045000,6926600,17108000,4163200,0
2ARAZ,Bacteroides ovatus,23064000,43527000,59934000,35235000,32619000,0,0,0,0,25809000,15547000,17475000,20953000,11524000,15455000,8899100,9929100,17339000,12428000
2ARAZ,Bacteroides cellulosilyticus,0,0,0,0,586050,57465000,36684000,25445000,34573000,0,191700,0,0,0,35727000,29347000,27562000,62170000,25566000
2ARAZ,Bacteroides caccae TSDC17.2,24000000,30008000,41347000,30312000,24347000,32485000,1276400,0,96335,3716200,4906900,3902800,5498700,5338500,15343000,7339900,8818300,21345000,7365300
2ARAZ,Odoribacter splanchnicus TSDC17.2,11540000,21719000,29647000,16832000,15891000,0,0,0,0,12579,0,11399,0,0,0,0,0,0,0
2ARHI,Bacteroides vulgatus ATCC 8482,0,251160,270470,0,493890,0,1098500,0,1558000,2214100,1405800,2938500,1427500,1563000,916180,548870,867680,0,380990
2ARHI,Bacteroides cellulosilyticus,0,0,0,0,0,0,0,0,0,0,0,40175,0,0,0,0,0,0,3084000
2ARHI,Bacteroides caccae TSDC17.2,0,0,0,0,0,540110,0,0,0,0,0,0,0,0,0,0,0,0,0
2ARMP,Bacteroides cellulosilyticus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,860940,0
2ASD9,Bacteroides thetaiotaomicron VPI-5482,0,0,0,1819000,1128800,359160,0,0,0,1208700,1253200,1895000,1258200,1441400,527520,1934400,0,1411700,2890400
2ASD9,Bacteroides ovatus,0,0,0,0,0,0,0,0,560310,1433600,1325600,517440,1624400,818480,0,373200,492430,594380,0
2ASD9,Bacteroides cellulosilyticus,0,0,0,0,0,0,0,0,0,0,72734,0,0,0,240800,386730,0,636100,439280
2ASD9,Odoribacter splanchnicus TSDC17.2,1048300,2241600,2758500,1902900,1610300,0,0,7550100,0,0,0,0,382900,0,0,0,0,335820,0
2AU7E,Bacteroides thetaiotaomicron VPI-5482,0,0,0,0,0,0,0,0,0,573430,0,0,0,284440,432270,0,0,0,0
2AU7E,Bacteroides ovatus,148670,0,0,0,88459,0,0,0,0,0,258920,182670,211780,0,0,0,0,0,0
2B168,Bacteroides cellulosilyticus,0,0,0,0,0,1545200,0,0,0,0,742120,0,0,495060,1675800,0,801470,873070,448270
2B168,Bacteroides caccae TSDC17.2,0,279460,315260,243520,220310,0,0,751700,0,0,230910,250720,0,324260,0,0,0,233120,424100
2B1D0,Collinsella aerofaciens TSDC17.2,0,0,0,0,0,0,0,0,0,0,315720,0,0,0,0,425760,0,0,0
2B1DC,Collinsella aerofaciens TSDC17.2,3729900,4752200,2477700,7568800,5252800,7779000,11820000,5662000,11632000,2344200,2446200,1949600,1596300,2831000,5108900,4807100,2033700,1303700,3986400
2B2GS,Collinsella aerofaciens TSDC17.2,0,0,0,0,0,0,0,0,0,584560,354650,0,0,0,0,310540,211860,0,254140
2B2WM,Bacteroides thetaiotaomicron VPI-5482,0,0,0,0,0,1116500,0,0,0,0,468840,396580,0,567520,0,0,0,0,0
2B48X,Bacteroides ovatus,0,0,0,0,0,0,0,728320,1567700,0,0,660800,0,0,0,0,0,0,159170
2B4JI,Escherichia coli TSDC17.2,718230,0,0,0,0,0,0,0,0,1343700,1449200,1200500,1237300,1515400,831650,1598600,1339500,0,1707900
2B69Q,Parabacteroides distasonis TSDC17.2,693360,0,914470,548720,801080,0,0,106390,0,455090,597660,583340,750380,526470,226100,468410,386720,0,149980
2B69Q,Parabacteroides distasonis TSDC17.2,2027000,1462500,306580,1588400,577910,689560,612130,0,0,0,1090000,482610,0,0,290750,0,0,422880,0
2B818,Bacteroides thetaiotaomicron VPI-5482,0,0,0,0,867280,0,4912600,10866000,0,12262000,24869000,12855000,12096000,23353000,1053400,5134900,15692000,0,0
2B818,Bacteroides vulgatus ATCC 8482,0,0,0,0,0,0,0,0,0,2126000,4748300,0,3902900,9775400,0,0,0,1021100,0
2B818,Bacteroides ovatus,3067900,0,2841100,6648800,3870700,0,0,0,0,16796000,15909000,12506000,8442500,8304600,3431900,2395300,10064000,2918500,10040000
2B818,Bacteroides caccae TSDC17.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,856590
2B8D4,Bacteroides ovatus,0,0,634040,1298800,0,0,0,0,0,0,350750,0,0,0,0,0,0,0,0
2B9U6,Parabacteroides distasonis TSDC17.2,595050,427590,190860,289040,255860,0,459310,0,0,0,0,0,184550,0,0,0,0,503550,0
2BFTD,Bacteroides cellulosilyticus,0,0,0,0,0,1424400,2049900,2925300,2258100,0,245600,0,0,0,1513900,1112200,926870,1743400,599570
2BGBS,Bacteroides cellulosilyticus,1383200,0,0,0,417040,3940700,5670800,5517700,5421200,0,0,0,0,0,3699800,5514300,4276700,7819100,5468500
2BHPN,Bacteroides vulgatus ATCC 8482,0,0,0,0,0,0,0,273830,0,3288600,1948200,1683800,0,1554000,0,0,1338500,0,0
2BHVU,Bacteroides ovatus,2480900,811890,2561800,2145300,4737000,2690000,0,0,0,2611800,1906400,2615500,2685800,2520100,1676400,738440,1089500,1438900,909660
2BHWK,Parabacteroides distasonis TSDC17.2,0,0,0,0,0,0,0,1174500,1789100,0,0,0,0,0,1131600,0,0,0,1178800
2BI7J,Bacteroides thetaiotaomicron VPI-5482,0,0,0,0,0,0,929660,0,0,2742400,1521500,2058600,1273700,0,0,0,0,1055600,0
2BI7J,Bacteroides ovatus,78439000,91525000,61559000,106330000,94715000,7432800,2283900,4786200,3314200,59882000,48361000,43605000,43211000,42201000,54670000,56716000,31854000,26895000,23764000
2BI7J,Bacteroides cellulosilyticus,0,0,513700,230070,713950,13288000,19585000,20132000,16305000,131130,97342,51952,0,234030,29847000,44182000,44039000,64741000,42009000
2BJH7,Bacteroides vulgatus ATCC 8482,1995700,2007500,0,1303200,2551700,0,0,0,0,978900,0,1158400,571050,539120,0,0,0,0,0
2BJV2,Bacteroides cellulosilyticus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2BK8Q,Bacteroides thetaiotaomicron VPI-5482,0,0,0,0,0,0,0,340450,0,360790,0,325480,0,0,284660,410760,0,0,0
2BPV2,Subdoligranulum variabile TSDC17.2,0,0,0,0,0,136080,956330,905070,365590,492720,501800,463170,0,1151200,216630,0,0,1108600,3275300
2BSMQ,Bacteroides cellulosilyticus,0,0,0,0,0,294190,0,0,0,0,0,0,0,0,0,624950,452260,0,630350
2BTRI,Bacteroides thetaiotaomicron VPI-5482,1659600,1284800,834430,2506200,1509100,0,1317600,1754400,1322700,2647100,0,0,0,1589100,0,0,0,0,0
2BTTT,Bacteroides thetaiotaomicron VPI-5482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2BTTT,Bacteroides ovatus,0,0,0,0,0,0,0,0,0,633240,336510,0,1454000,0,356030,294900,0,0,0
2BU91,Bacteroides cellulosilyticus,0,0,0,0,0,0,2131600,2394700,2208000,0,0,0,0,0,3380300,489950,455440,1921400,1141500
2BU91,Bacteroides caccae TSDC17.2,0,0,0,0,0,422890,0,0,0,0,0,0,0,0,0,0,0,0,0
2BU9S,Bacteroides thetaiotaomicron VPI-5482,7116900,6437800,8353400,5745500,8264800,2703600,4311800,627500,2940200,10445000,11303000,10982000,7180700,6340100,14998000,9256300,11624000,23127000,8243700
2BUD3,Bacteroides thetaiotaomicron VPI-5482,0,0,0,0,0,0,0,0,0,1177000,2044300,1452500,1553400,0,2110200,593370,1340000,0,917210
2BUDG,Bacteroides thetaiotaomicron VPI-5482,968680,0,0,0,0,0,0,0,0,1623900,5827800,3106600,2649600,2743700,0,762250,2887100,0,281650
2BUJT,Bacteroides vulgatus ATCC 8482,0,0,0,0,589830,0,0,0,0,3678300,794470,1690700,1624000,1662400,0,0,0,1751100,1606100
2BUJT,Bacteroides thetaiotaomicron VPI-5482,0,0,0,0,0,0,0,0,0,1409700,0,994820,1119400,952120,0,0,0,0,0
2BUJT,Bacteroides cellulosilyticus,0,0,0,0,0,0,2585000,0,332310,0,0,0,0,0,0,9925000,5307300,0,3057400
2BUJT,Bacteroides caccae TSDC17.2,0,0,0,0,0,0,0,0,0,211820,0,0,222850,197280,463690,0,0,0,329460
2BUW4,Bacteroides ovatus,0,1261200,0,1636400,0,0,2908000,0,0,1680700,1495500,2550000,1875500,900760,0,0,1317600,0,1422200
2BUWU,Bacteroides ovatus,0,0,1645900,1034300,0,0,1194100,0,0,4626000,0,0,0,553610,634330,0,0,0,0
2BVJC,Escherichia coli TSDC17.2,0,0,0,0,0,0,0,0,0,0,0,116720,0,64757,0,0,0,0,0
2BW0J,Bacteroides cellulosilyticus,0,0,0,0,0,104590,0,0,0,0,0,0,0,0,0,0,500540,0,497310
2BWJ3,Bacteroides cellulosilyticus,898970,0,0,0,547110,1010100,0,0,0,0,0,0,0,0,914500,1643200,721130,1363600,1198400
2BWNE,Bacteroides vulgatus ATCC 8482,0,0,0,0,0,0,0,0,0,949500,0,1040200,0,1244000,0,0,0,0,0
2BWSP,Bacteroides ovatus,0,769110,0,0,0,0,0,0,0,712760,1181300,0,1685300,0,0,633400,0,453410,0
2BWYR,Bacteroides vulgatus ATCC 8482,0,0,0,0,0,0,0,0,0,997460,253230,0,0,269700,442320,313050,0,0,0
2BXIZ,Bacteroides thetaiotaomicron VPI-5482,0,0,0,0,0,0,0,0,0,84362,236940,0,0,200130,0,0,0,0,0
2BXIZ,Bacteroides cellulosilyticus,0,0,0,0,0,0,0,0,0,0,372670,0,0,0,205590,0,487740,0,0
2BXWD,Bacteroides ovatus,26338000,23126000,19146000,35983000,38838000,0,0,1820600,2153700,16687000,25163000,36721000,34142000,23418000,2082500,3542200,11286000,2778200,7971800
2BXWD,Bacteroides cellulosilyticus,49068,74921,0,124270,178590,102210000,155580000,169060000,177420000,86536,56722,0,0,301790,53938000,15759000,26480000,48444000,10060000
2BXWN,Bacteroides ovatus,0,0,0,0,0,0,0,0,0,1291600,2009300,1573700,1398600,0,0,944070,957430,0,0
2BY7V,Bacteroides caccae TSDC17.2,17173000,25864000,12468000,24578000,16504000,21117000,18192000,14100000,8890100,6506800,4553900,1550500,773600,3866900,9236200,5203900,3008600,4577800,3424800
2BYDY,Bacteroides cellulosilyticus,0,0,0,0,0,0,0,0,0,161140,0,0,0,0,8242200,5758700,16453000,38645000,18217000
2BZ34,Ruminococcaceae sp.,510620,0,2548100,0,340650,0,0,0,0,826660,1885200,0,517430,0,2299500,1419100,1623000,2104700,2022300
2BZE3,Bacteroides thetaiotaomicron VPI-5482,0,0,0,0,0,973700,45771,631360,761820,0,0,0,0,0,0,0,0,464100,0
2BZE3,Bacteroides vulgatus ATCC 8482,4154700,418310,1451400,3360700,3874600,2217700,3575700,0,1629900,4660100,2294900,2657900,3360600,933960,2672700,2881000,946960,0,693190
2BZE3,Bacteroides ovatus,0,0,622840,3845300,0,0,0,0,0,8309000,6007900,5200700,3172700,5308800,0,4422100,2638400,0,2815600
2BZE3,Bacteroides cellulosilyticus,0,0,0,0,0,2741500,4122600,2547500,4402700,9318200,0,0,0,0,10248000,17503000,13553000,9418900,25327000
2BZE3,Bacteroides caccae TSDC17.2,43825000,83034000,52293000,79362000,58344000,53999000,70002000,82948000,79190000,76879000,61806000,57529000,56652000,50227000,65924000,51888000,61003000,24682000,48893000
